tmdb_id,imdb_id,original_language,original_title,genres,release_date,video,adult,popularity,tmdb_rating_avg,tmdb_vote_count,providers,netflix_provider,stan_provider,amazon_provider,imdb_rating,imdb_votes,iso_country,country_name,budget,revenue,runtime
72571.0,tt1778304,en,Paranormal Activity 3,"Horror,Mystery",19/10/2011,False,False,39.432,5.9,1922.0,Netflix,No,Yes,No,5.8,96172.0,US,United States of America,5000000,207039844,94
75301.0,tt1787660,en,Being Elmo: A Puppeteer's Journey,Documentary,21/10/2011,False,False,10.052,7.3,128.0,Netflix,No,No,Yes,7.6,7119.0,US,United States of America,0,286201,80
101501.0,tt1566637,en,The Afflicted,"Horror,Thriller",22/10/2011,False,False,3.867,5.1,27.0,Amazon Prime Video,No,Yes,No,4.5,1425.0,US,United States of America,180000,175742,85
17578.0,tt0983193,en,The Adventures of Tintin,"Action,Adventure,Animation",24/10/2011,False,False,34.224,6.9,4781.0,"Amazon Prime Video, Stan",No,No,Yes,7.3,233187.0,NZ,New Zealand,130000000,371940071,107
119197.0,tt1674776,en,Let Go,Comedy,25/10/2011,False,False,2.566,5.8,14.0,Amazon Prime Video,No,No,Yes,5.2,823.0,US,United States of America,0,0,109
417859.0,tt0448694,en,Puss in Boots,"Adventure,Animation,Comedy",27/10/2011,False,False,685.121,6.5,2882.0,"Netflix, Stan",No,Yes,No,6.6,164616.0,US,United States of America,130000000,554987477,90
85950.0,tt2015298,en,Autoluminescent: Rowland S. Howard,"Documentary,Music",27/10/2011,False,False,1.976,7.5,11.0,Amazon Prime Video,No,Yes,Yes,7.9,328.0,AU,Australia,0,0,110
49530.0,tt1637688,en,In Time,"Action,Sci-Fi,Thriller",27/10/2011,False,False,66.462,7.0,10011.0,Amazon Prime Video,No,No,Yes,6.7,415002.0,US,United States of America,40000000,173930596,109
83860.0,tt1720182,en,October Baby,Drama,30/10/2011,False,False,9.084,6.7,95.0,Amazon Prime Video,No,No,Yes,6.6,7704.0,US,United States of America,1000000,5396618,107
481352.0,tt2104838,en,A Haunting on Hamilton Street 2: The Stable,Documentary,31/10/2011,False,False,1.833,6.8,4.0,Amazon Prime Video,Yes,Yes,No,5.7,141.0,US,United States of America,0,0,86
129798.0,tt1814905,en,The Crying Dead,"Adventure,Horror,Thriller",31/10/2011,False,False,2.254,4.2,12.0,Amazon Prime Video,No,No,Yes,3.9,1319.0,US,United States of America,0,0,0
325729.0,tt1796606,en,Savage Memory,"Biography,Documentary,Drama",1/11/2011,False,False,0.631,0.0,0.0,Amazon Prime Video,No,Yes,Yes,7.2,18.0,GB,United Kingdom,0,0,80
