,tmdb_id,imdb_id,budget,revenue,original_language,release_date,tmdb_vote_average,tmdb_vote_count,genre,startYear,imdb_vote_average,imdb_vote_count
3313,241554,tt2199571,50000000,71561644,en,2015-03-11,6.404,2513,Thriller,2015,6.6,110556
3317,323674,tt3799372,0,0,en,2015-03-14,5.436,684,Adventure,2015,5.5,12784
3320,262500,tt2908446,110000000,295238201,en,2015-03-18,6.3660000000000005,9192,Thriller,2015,6.2,240537
3322,228161,tt2224026,135000000,368871007,en,2015-03-18,6.8,3493,Crime,2015,6.6,104015
3323,228161,tt2224026,135000000,368871007,en,2015-03-18,6.8,3493,Drama,2015,6.6,104015
3325,290815,tt3717068,0,0,en,2015-03-19,6.9060000000000015,53,Drama,2014,7.6,4919
3327,307081,tt1798684,30000000,91709827,en,2015-03-24,7.354,4929,Action,2015,7.3,240613
3328,307081,tt1798684,30000000,91709827,en,2015-03-24,7.354,4929,Thriller,2015,7.3,240613
3329,307081,tt1798684,30000000,91709827,en,2015-03-24,7.354,4929,Adventure,2015,7.3,240613
3332,257091,tt2561572,40000000,111811453,en,2015-03-26,5.994,2386,Drama,2015,6.0,138886
3336,308504,tt2493486,40000000,3643591,en,2015-04-03,6.477,958,Drama,2015,6.1,43852
3338,252512,tt1791682,10000000,17287309,en,2015-04-03,5.9,961,Drama,2014,6.3,51195
3339,252512,tt1791682,10000000,17287309,en,2015-04-03,5.9,961,Thriller,2014,6.3,51195
3340,329242,tt3886488,0,0,en,2015-04-07,8.0,4,Family,2014,8.0,233
3343,337645,tt3823826,0,0,en,2015-04-12,5.6,5,Action,2014,5.9,156
3346,321528,tt4324274,0,0,en,2015-04-14,7.192,783,Thriller,2015,7.1,23425
3348,329004,tt2580382,0,0,en,2015-04-15,6.245,273,Drama,2015,6.4,17565
3351,256961,tt3450650,38000000,107597242,en,2015-04-16,5.155,1364,Action,2015,4.4,38395
3355,256961,tt3450650,38000000,107597242,en,2015-04-16,5.155,1364,Adventure,2015,4.4,38395
3356,245706,tt2273657,0,5261595,en,2015-04-17,6.273,1741,Drama,2015,6.3,69616
3357,323901,tt3396166,0,0,en,2015-04-21,4.7189999999999985,16,Adventure,2015,4.5,2786
3360,323901,tt3396166,0,0,en,2015-04-21,4.7189999999999985,16,Family,2015,4.5,2786
3361,331161,tt3084028,0,0,en,2015-04-24,5.4,55,Thriller,2015,5.3,2279
3362,331161,tt3084028,0,0,en,2015-04-24,5.4,55,Drama,2015,5.3,2279
3364,248574,tt1731701,0,6075,en,2015-04-30,5.769,952,Drama,2015,5.4,22307
3369,330125,tt4417022,0,0,en,2015-05-07,7.2,5,Drama,2015,8.0,146
3374,326284,tt3488328,7500000,163080,en,2015-05-07,5.771,192,Family,2015,5.1,6667
3376,254470,tt2848292,29000000,287506194,en,2015-05-07,6.877000000000002,4928,Action,2015,6.4,159438
3377,254470,tt2848292,29000000,287506194,en,2015-05-07,6.877000000000002,4928,Adventure,2015,6.4,159438
3380,268920,tt2967224,35000000,51680201,en,2015-05-08,5.681,1452,Drama,2015,5.1,51936
3387,335866,tt3118452,0,0,en,2015-05-28,6.046,1669,Thriller,2015,6.0,58482
3389,280092,tt3195644,10000000,112983889,en,2015-05-28,6.287000000000001,2892,Thriller,2015,6.1,106662
3391,339065,tt3162938,0,0,en,2015-05-29,7.627999999999999,200,Action,2015,7.7,7095
3392,339065,tt3162938,0,0,en,2015-05-29,7.627999999999999,200,Thriller,2015,7.7,7095
3393,339065,tt3162938,0,0,en,2015-05-29,7.627999999999999,200,Crime,2015,7.7,7095
3395,332340,tt3064298,0,3000000,en,2015-05-29,6.5870000000000015,835,Drama,2015,6.8,54008
3399,271714,tt0903657,0,28641776,en,2015-05-29,7.131,577,Drama,2014,7.4,40271
3400,271714,tt0903657,0,28641776,en,2015-05-29,7.131,577,Adventure,2014,7.4,40271
3405,345054,tt4733736,0,0,en,2015-06-06,6.806,62,Drama,2015,5.8,1194
3406,345054,tt4733736,0,0,en,2015-06-06,6.806,62,Thriller,2015,5.8,1194
3410,135397,tt0369610,150000000,1671713208,en,2015-06-06,6.676,18727,Thriller,2015,6.9,645840
3413,361588,tt3507138,0,0,en,2015-06-12,6.353,17,Drama,2015,5.7,644
3420,308639,tt3850214,7000000,17986781,en,2015-06-19,7.113,1314,Family,2015,7.2,86363
3423,308457,tt3090670,0,0,en,2015-06-23,6.018,136,Adventure,2015,6.1,5634
3424,308457,tt3090670,0,0,en,2015-06-23,6.018,136,Drama,2015,6.1,5634
3425,308457,tt3090670,0,0,en,2015-06-23,6.018,136,Thriller,2015,6.1,5634
3427,214756,tt2637276,68000000,215863606,en,2015-06-25,6.278,6508,Thriller,2015,6.3,213175
3428,214756,tt2637276,68000000,215863606,en,2015-06-25,6.278,6508,Action,2015,6.3,213175
3436,309242,tt2349144,0,130541,en,2015-07-04,6.029,403,Thriller,2015,6.4,24434
3437,347548,tt3561236,0,0,en,2015-07-09,5.9220000000000015,160,Mystery,2015,4.9,3155
3439,347548,tt3561236,0,0,en,2015-07-09,5.9220000000000015,160,Drama,2015,4.9,3155
3440,347688,tt4717798,0,0,en,2015-07-10,8.136000000000001,247,Drama,2015,6.4,2493
3442,238615,tt2140379,26000000,31807156,en,2015-07-10,6.4,2755,Drama,2015,6.5,100422
3445,336016,tt4018492,0,0,en,2015-07-16,4.923,13,Thriller,2015,5.8,645
3446,336016,tt4018492,0,0,en,2015-07-16,4.923,13,Mystery,2015,5.8,645
3447,336016,tt4018492,0,0,en,2015-07-16,4.923,13,Drama,2015,5.8,645
3448,336016,tt4018492,0,0,en,2015-07-16,4.923,13,Crime,2015,5.8,645
3455,349112,tt3655680,0,0,en,2015-07-17,6.3,11,Drama,2015,6.4,427
3457,308032,tt0420293,0,643557,en,2015-07-17,6.884,826,Drama,2015,6.8,43692
3459,271718,tt3152624,35000000,140795793,en,2015-07-17,5.785,2361,Drama,2015,6.2,138158
3462,300153,tt2948840,12000000,0,en,2015-07-24,6.049,317,Action,2015,6.0,8539
3464,300153,tt2948840,12000000,0,en,2015-07-24,6.049,317,Thriller,2015,6.0,8539
3465,332704,tt2784936,0,0,en,2015-07-25,5.8,319,Action,2015,5.9,12759
3468,296099,tt1524930,31000000,104384188,en,2015-07-28,6.291,3296,Drama,2015,6.1,114062
3469,296099,tt1524930,31000000,104384188,en,2015-07-28,6.291,3296,Thriller,2015,6.1,114062
3470,309809,tt1754656,64000000,97571250,en,2015-07-29,7.6,2482,Drama,2015,7.7,63017
3474,328425,tt4178092,5000000,58978653,en,2015-07-31,6.683,2831,Drama,2015,7.0,160455
3477,257445,tt1051904,58000000,158162788,en,2015-08-05,6.313,3356,Action,2015,6.3,90270
3478,257445,tt1051904,58000000,158162788,en,2015-08-05,6.313,3356,Adventure,2015,6.3,90270
3479,337958,tt3680410,0,0,en,2015-08-06,6.973,56,Adventure,2015,7.2,3953
3481,337958,tt3680410,0,0,en,2015-08-06,6.973,56,Drama,2015,7.2,3953
3485,387742,tt4765902,0,0,en,2015-08-11,5.0,2,Family,2015,5.1,68
3486,277216,tt1398426,28000000,201634991,en,2015-08-11,7.779,3372,Drama,2015,7.8,204407
3491,355111,tt4955162,0,0,en,2015-08-12,6.928,250,Thriller,2015,5.9,1031
3493,203801,tt1638355,75000000,108145109,en,2015-08-13,7.09,5557,Drama,2015,7.2,311745
3496,347642,tt4264426,0,0,en,2015-08-15,5.417999999999998,128,Adventure,2015,4.9,5208
3497,347642,tt4264426,0,0,en,2015-08-15,5.417999999999998,128,Drama,2015,4.9,5208
3498,347642,tt4264426,0,0,en,2015-08-15,5.417999999999998,128,Family,2015,4.9,5208
3499,225728,tt2884018,15000000,16322067,en,2015-08-16,6.473,1312,Crime,2015,6.6,57487
3500,225728,tt2884018,15000000,16322067,en,2015-08-16,6.473,1312,Thriller,2015,6.6,57487
3506,339669,tt3700456,12796917,0,en,2015-08-21,5.5,34,Drama,2015,5.1,834
3512,347761,tt3833474,0,0,en,2015-08-28,5.711,38,Thriller,2015,5.3,913
3515,347754,tt3212904,0,0,en,2015-08-31,5.851,342,Drama,2015,5.5,9101
3518,157843,tt1837636,15000000,1592853,en,2015-09-03,5.912000000000001,234,Drama,2015,5.7,11764
3519,261023,tt1355683,53000000,98837872,en,2015-09-04,6.449,2967,Family,2015,6.9,183171
3524,283587,tt1365050,6000000,9077700,en,2015-09-11,7.591,1509,Drama,2015,7.7,82511
3527,291866,tt3745906,0,0,en,2015-09-14,5.6,78,Thriller,2014,5.2,2101
3528,290637,tt3733778,0,2160298,en,2015-09-16,5.372000000000001,675,Crime,2015,5.2,17891
3531,271736,tt3083008,0,3286448,en,2015-09-16,6.337999999999999,430,Drama,2015,6.5,18045
3535,335310,tt1723659,0,0,en,2015-09-18,5.7,25,Action,2015,6.3,931
3536,335310,tt1723659,0,0,en,2015-09-18,5.7,25,Adventure,2015,6.3,931
3537,335310,tt1723659,0,0,en,2015-09-18,5.7,25,Crime,2015,6.3,931
3538,335310,tt1723659,0,0,en,2015-09-18,5.7,25,Thriller,2015,6.3,931
3539,159824,tt2510894,80000000,473226958,en,2015-09-21,6.8,5054,Adventure,2015,6.6,130034
3542,257211,tt2361509,35000000,194564672,en,2015-09-23,7.194,5854,Family,2015,7.1,254923
3551,300654,tt2204080,0,0,en,2015-09-25,6.237,99,Drama,2014,6.6,5156
3557,321697,tt2080374,30000000,34441873,en,2015-10-09,6.763,3730,Drama,2015,7.2,170909
3558,321697,tt2080374,30000000,34441873,en,2015-10-09,6.763,3730,Mystery,2015,7.2,170909
3560,292010,tt3922816,0,0,en,2015-10-09,6.5,63,Thriller,2015,6.6,5337
3562,201085,tt2554274,55000000,74679822,en,2015-10-13,6.638,4479,Drama,2015,6.5,150306
3564,290751,tt1741273,19500000,34854990,en,2015-10-14,6.385,1196,Family,2015,6.3,49096
3566,610891,tt4024202,0,0,en,2015-10-15,7.2,5,Mystery,2015,7.0,113
3567,610891,tt4024202,0,0,en,2015-10-15,7.2,5,Adventure,2015,7.0,113
3571,354150,tt4024210,0,0,en,2015-10-15,5.9,11,Drama,2015,5.5,1190
3574,254320,tt3464902,4000000,15656193,en,2015-10-15,7.019,5224,Drama,2015,7.1,259558
3578,339362,tt3055402,0,0,en,2015-10-16,5.9689999999999985,65,Drama,2015,5.8,2499
3582,167073,tt2381111,11000000,62076141,en,2015-10-20,7.31,2824,Thriller,2015,7.5,143798
3583,167073,tt2381111,11000000,62076141,en,2015-10-20,7.31,2824,Mystery,2015,7.5,143798
3584,274854,tt1618442,90000000,146936910,en,2015-10-21,5.94,3225,Adventure,2015,5.9,105155
3585,274854,tt1618442,90000000,146936910,en,2015-10-21,5.94,3225,Action,2015,5.9,105155
3586,274854,tt1618442,90000000,146936910,en,2015-10-21,5.94,3225,Thriller,2015,5.9,105155
3588,365707,tt4868972,0,0,en,2015-10-22,5.3,7,Mystery,2015,7.6,367
3589,365707,tt4868972,0,0,en,2015-10-22,5.3,7,Thriller,2015,7.6,367
3591,273477,tt1727776,15000000,14860766,en,2015-10-23,6.473,1604,Action,2015,6.3,51769
3593,206647,tt2379713,245000000,880674609,en,2015-10-26,6.522,9480,Adventure,2015,6.8,443625
3596,206647,tt2379713,245000000,880674609,en,2015-10-26,6.522,9480,Family,2015,6.8,443625
3597,298382,tt2910904,11930000,25003426,en,2015-10-29,6.9910000000000005,1445,Drama,2015,7.0,61766
3599,373048,tt4278962,0,0,en,2015-10-31,4.692,39,Drama,2015,4.4,2271
3600,373048,tt4278962,0,0,en,2015-10-31,4.692,39,Crime,2015,4.4,2271
3601,373048,tt4278962,0,0,en,2015-10-31,4.692,39,Thriller,2015,4.4,2271
3602,373048,tt4278962,0,0,en,2015-10-31,4.692,39,Mystery,2015,4.4,2271
3603,480750,tt5297216,0,0,en,2015-11-06,6.8,4,Drama,2015,5.5,185
3604,480750,tt5297216,0,0,en,2015-11-06,6.8,4,Thriller,2015,5.5,185
3609,312831,tt2474976,0,0,en,2015-11-06,5.626,536,Thriller,2015,5.7,17215
3616,131634,tt1951266,160000000,653428261,en,2015-11-18,6.882999999999999,10987,Crime,2015,6.5,330789
3617,131634,tt1951266,160000000,653428261,en,2015-11-18,6.882999999999999,10987,Action,2015,6.5,330789
3625,257088,tt2058673,105000000,133718711,en,2015-12-03,5.9,2033,Drama,2015,5.3,63653
3629,493511,tt3967826,0,0,en,2015-12-04,6.667000000000002,3,Mystery,2015,6.9,322
3632,318846,tt1596363,28000000,133346506,en,2015-12-11,7.331,7846,Adventure,2015,7.8,434881
3634,318846,tt1596363,28000000,133346506,en,2015-12-11,7.331,7846,Family,2015,7.8,434881
3635,258509,tt2974918,90000000,233755553,en,2015-12-17,6.022,1433,Adventure,2015,4.9,20351
3638,279690,tt2386404,0,0,en,2015-12-18,6.1320000000000014,397,Family,2015,6.3,20944
3639,279690,tt2386404,0,0,en,2015-12-18,6.1320000000000014,397,Drama,2015,6.3,20944
3643,274167,tt1528854,50000000,242786137,en,2015-12-25,6.3,2806,Action,2015,6.1,122134
3648,370071,tt4591840,10000000,0,en,2015-12-29,4.966,29,Action,2015,5.1,1997
3650,370071,tt4591840,10000000,0,en,2015-12-29,4.966,29,Thriller,2015,5.1,1997
3657,369406,tt4836736,0,0,en,2016-01-01,5.895,43,Thriller,2016,5.0,624
3659,379305,tt3157640,0,0,en,2016-01-08,4.7,11,Thriller,2016,3.4,485
3663,276905,tt1594972,7000000,17062499,en,2016-01-14,4.664,295,Adventure,2016,3.4,9553
3666,276905,tt1594972,7000000,17062499,en,2016-01-14,4.664,295,Family,2016,3.4,9553
3669,140300,tt2267968,145000000,521170825,en,2016-01-23,6.86,4960,Action,2016,7.1,162096
3670,140300,tt2267968,145000000,521170825,en,2016-01-23,6.86,4960,Adventure,2016,7.1,162096
3673,376501,tt3491962,0,0,en,2016-01-25,5.4,78,Thriller,2016,5.4,3459
3674,376501,tt3491962,0,0,en,2016-01-25,5.4,78,Drama,2016,5.4,3459
3675,376501,tt3491962,0,0,en,2016-01-25,5.4,78,Action,2016,5.4,3459
3676,376501,tt3491962,0,0,en,2016-01-25,5.4,78,Mystery,2016,5.4,3459
3677,380565,tt5351000,0,0,en,2016-02-02,5.4129999999999985,127,Mystery,2016,5.1,3643
3680,329833,tt1608290,50000000,56722693,en,2016-02-06,4.8660000000000005,1973,Thriller,2016,4.7,71164
3683,385453,tt5323386,0,0,en,2016-02-12,8.0,2,Action,2016,6.7,340
3685,419192,tt5031332,0,0,en,2016-02-14,7.857,77,Drama,2017,7.3,2497
3687,334522,tt3026488,0,33125,en,2016-02-15,6.698,336,Drama,2016,6.5,9371
3688,334522,tt3026488,0,33125,en,2016-02-15,6.698,336,Action,2016,6.5,9371
3690,339406,tt4586626,0,0,en,2016-02-18,3.156,32,Adventure,2016,2.6,1883
3693,263341,tt2652118,20000000,0,en,2016-02-18,6.097,549,Action,2016,6.1,19890
3697,472928,tt3731564,0,0,en,2016-02-20,5.4,5,Drama,2016,6.0,240
3701,333385,tt2091935,8000000,34694,en,2016-02-29,6.449,1163,Action,2015,6.3,57185
3702,333385,tt2091935,8000000,34694,en,2016-02-29,6.449,1163,Adventure,2015,6.3,57185
3704,378092,tt3586930,0,0,en,2016-03-01,4.2,14,Crime,2016,3.8,978
3705,378092,tt3586930,0,0,en,2016-03-01,4.2,14,Thriller,2016,3.8,978
3707,329010,tt4503598,0,0,en,2016-03-04,5.207000000000002,593,Drama,2015,5.4,14398
3715,402573,tt5459324,500000,0,en,2016-03-13,3.409,11,Thriller,2016,4.7,340
3716,402573,tt5459324,500000,0,en,2016-03-13,3.409,11,Drama,2016,4.7,340
3718,381041,tt5167174,0,0,en,2016-03-14,6.0,13,Thriller,2016,5.9,750
3720,347689,tt0837156,0,0,en,2016-03-15,6.113,200,Thriller,2016,6.1,8269
3722,339984,tt4257926,16000000,73983359,en,2016-03-17,7.427,1037,Action,2016,7.1,26214
3724,339984,tt4257926,16000000,73983359,en,2016-03-17,7.427,1037,Crime,2016,7.1,26214
3725,339984,tt4257926,16000000,73983359,en,2016-03-17,7.427,1037,Mystery,2016,7.1,26214
3728,302688,tt3760922,18000000,90632641,en,2016-03-23,5.932,876,Adventure,2016,6.0,31622
3731,302688,tt3760922,18000000,90632641,en,2016-03-23,5.932,876,Family,2016,6.0,31622
3732,342165,tt2394063,0,60000,en,2016-03-25,7.096,73,Family,2015,6.6,3700
3739,290595,tt2381991,115000000,164989338,en,2016-04-06,6.28,4392,Mystery,2016,6.1,112016
3740,290595,tt2381991,115000000,164989338,en,2016-04-06,6.28,4392,Adventure,2016,6.1,112016
3741,290595,tt2381991,115000000,164989338,en,2016-04-06,6.28,4392,Crime,2016,6.1,112016
3742,323676,tt2702724,29000000,78636257,en,2016-04-07,5.854,1211,Action,2016,5.4,46922
3744,323676,tt2702724,29000000,78636257,en,2016-04-07,5.854,1211,Thriller,2016,5.4,46922
3746,302156,tt3014866,31500000,14708696,en,2016-04-07,6.136,1508,Action,2016,6.3,67220
3747,302156,tt3014866,31500000,14708696,en,2016-04-07,6.136,1508,Adventure,2016,6.3,67220
3749,234004,tt2865120,20000000,8821329,en,2016-04-13,5.8,548,Adventure,2016,5.5,11187
3752,234004,tt2865120,20000000,8821329,en,2016-04-13,5.8,548,Family,2016,5.5,11187
3754,332411,tt3212232,18000000,0,en,2016-04-14,5.564,559,Adventure,2016,5.4,15127
3758,390782,tt4679136,0,0,en,2016-04-15,6.355,31,Action,2016,6.6,1385
3762,326423,tt3628584,20000000,55030051,en,2016-04-15,6.305,395,Drama,2016,5.9,15432
3764,369033,tt4902716,0,0,en,2016-04-17,4.734,169,Action,2016,5.0,5518
3766,400747,tt4547076,0,0,en,2016-04-19,7.7,9,Action,2016,4.6,634
3767,400747,tt4547076,0,0,en,2016-04-19,7.7,9,Thriller,2016,4.6,634
3768,392891,tt5457520,0,0,en,2016-04-22,6.6,57,Drama,2016,6.8,2053
3772,322487,tt3228088,0,116873,en,2016-04-22,4.625,52,Mystery,2016,4.4,1268
3773,322487,tt3228088,0,116873,en,2016-04-22,4.625,52,Thriller,2016,4.4,1268
3775,353069,tt4824302,25000000,48782670,en,2016-04-28,6.0139999999999985,1164,Drama,2016,5.6,37705
3777,395308,tt5176486,0,0,en,2016-04-29,5.5,2,Thriller,2016,6.1,211
3778,395308,tt5176486,0,0,en,2016-04-29,5.5,2,Adventure,2016,6.1,211
3780,395308,tt5176486,0,0,en,2016-04-29,5.5,2,Mystery,2016,6.1,211
3781,257440,tt2978102,16500000,21256,en,2016-04-29,6.006,252,Crime,2016,5.6,8257
3782,257440,tt2978102,16500000,21256,en,2016-04-29,6.006,252,Drama,2016,5.6,8257
3783,257440,tt2978102,16500000,21256,en,2016-04-29,6.006,252,Thriller,2016,5.6,8257
3789,325133,tt4438848,35000000,108758521,en,2016-05-04,5.819,4011,Action,2016,5.7,124584
3791,325133,tt4438848,35000000,108758521,en,2016-05-04,5.819,4011,Adventure,2016,5.7,124584
3792,325133,tt4438848,35000000,108758521,en,2016-05-04,5.819,4011,Drama,2016,5.7,124584
3793,205588,tt1995390,0,9930095,en,2016-05-05,6.027,463,Action,2016,6.2,22612
3794,205588,tt1995390,0,9930095,en,2016-05-05,6.027,463,Crime,2016,6.2,22612
3795,205588,tt1995390,0,9930095,en,2016-05-05,6.027,463,Thriller,2016,6.2,22612
3800,153518,tt1985949,73000000,349779543,en,2016-05-11,6.197,3163,Drama,2016,6.3,94678
3801,153518,tt1985949,73000000,349779543,en,2016-05-11,6.197,3163,Family,2016,6.3,94678
3805,384798,tt2667380,0,0,en,2016-05-13,5.556,497,Drama,2016,5.7,14381
3810,397278,tt5131906,0,0,en,2016-05-23,5.263,76,Crime,2016,4.9,2719
3811,68735,tt0803096,160000000,433677183,en,2016-05-25,6.348,6040,Drama,2016,6.7,266128
3813,68735,tt0803096,160000000,433677183,en,2016-05-25,6.348,6040,Mystery,2016,6.7,266128
3814,296360,tt3068194,3000000,21401949,en,2016-05-26,6.119,480,Drama,2016,6.4,25360
3816,389053,tt4769836,0,0,en,2016-05-27,5.689,1311,Drama,2016,5.7,47513
3827,300669,tt4160708,9900000,159047649,en,2016-06-08,7.005,6541,Drama,2016,7.1,278004
3831,302699,tt1489889,50000000,216972543,en,2016-06-15,6.398,5151,Drama,2016,6.3,193700
3835,328111,tt2709768,75000000,875457937,en,2016-06-18,6.3,7402,Drama,2016,6.5,204536
3836,328111,tt2709768,75000000,875457937,en,2016-06-18,6.3,7402,Action,2016,6.5,204536
3840,333386,tt2436682,10000000,4500,en,2016-06-24,5.384,294,Adventure,2016,5.8,11228
3841,333386,tt2436682,10000000,4500,en,2016-06-24,5.384,294,Drama,2016,5.8,11228
3842,332567,tt4052882,17000000,119100758,en,2016-06-24,6.355,4583,Drama,2016,6.3,135060
3843,316152,tt1124037,50000000,25035950,en,2016-06-24,6.7170000000000005,1301,Action,2016,6.9,58837
3845,316152,tt1124037,50000000,25035950,en,2016-06-24,6.7170000000000005,1301,Drama,2016,6.9,58837
3848,316727,tt4094724,10000000,118587880,en,2016-06-29,6.4060000000000015,4704,Family,2016,6.0,103084
3851,258489,tt0918940,180000000,356743061,en,2016-06-29,5.8820000000000014,5719,Drama,2016,6.2,178747
3852,258489,tt0918940,180000000,356743061,en,2016-06-29,5.8820000000000014,5719,Crime,2016,6.2,178747
3857,333667,tt2822672,60000000,9420546,en,2016-07-08,6.167000000000002,249,Drama,2016,5.9,5553
3859,223702,tt1700841,19000000,140705322,en,2016-07-11,5.721,6471,Family,2016,6.1,196944
3861,43074,tt1289401,144000000,229147509,en,2016-07-14,5.374,5715,Drama,2016,6.8,233867
3867,376426,tt5151716,0,0,en,2016-07-15,6.595,95,Action,2016,6.6,4491
3868,376426,tt5151716,0,0,en,2016-07-15,6.595,95,Adventure,2016,6.6,4491
3871,376659,tt4651520,20000000,183936074,en,2016-07-28,6.501,3752,Thriller,2016,6.2,127571
3872,408719,tt5729870,0,0,en,2016-07-29,5.9,9,Crime,2016,6.2,498
3873,408719,tt5729870,0,0,en,2016-07-29,5.9,9,Action,2016,6.2,498
3874,408719,tt5729870,0,0,en,2016-07-29,5.9,9,Adventure,2016,6.2,498
3876,410129,tt5206170,0,0,en,2016-08-02,6.964,14,Thriller,2016,5.4,457
3878,322240,tt4383594,30000000,57814445,en,2016-08-03,5.745,937,Drama,2016,5.3,23192
3880,366924,tt4870838,3500000,0,en,2016-08-04,7.207000000000002,635,Drama,2016,6.7,24184
3885,309886,tt3647498,13000000,6903033,en,2016-08-11,6.171,1351,Drama,2016,6.4,65215
3887,520089,tt3949952,0,0,en,2016-08-12,7.231,13,Thriller,2016,7.5,1253
3889,415749,tt5502946,0,0,en,2016-08-12,7.074,142,Family,2016,5.8,834
3901,363676,tt3263904,60000000,240797623,en,2016-09-07,7.158,6343,Drama,2016,7.4,275523
3903,363676,tt3263904,60000000,240797623,en,2016-09-07,7.158,6343,Mystery,2016,7.4,275523
3906,409164,tt3445580,0,0,en,2016-09-09,6.612,130,Drama,2016,6.2,4051
3907,409164,tt3445580,0,0,en,2016-09-09,6.612,130,Thriller,2016,6.2,4051
3908,409164,tt3445580,0,0,en,2016-09-09,6.612,130,Mystery,2016,6.2,4051
3910,371449,tt4158876,0,93000,en,2016-09-09,6.371,167,Drama,2016,6.8,11734
3912,338544,tt4572820,0,0,en,2016-09-09,7.401,146,Drama,2016,7.6,4581
3914,335791,tt1389139,10000000,30658387,en,2016-09-09,5.8039999999999985,344,Action,2016,5.2,7343
3915,412209,tt4991512,2000000,0,en,2016-09-10,6.127999999999999,200,Drama,2016,6.5,5823
3916,411009,tt5952332,0,0,en,2016-09-10,6.689,489,Thriller,2016,6.9,25073
3919,407559,tt5059406,0,0,en,2016-09-10,4.4,502,Thriller,2016,4.6,14994
3921,397717,tt5477566,0,0,en,2016-09-10,5.777,159,Thriller,2016,6.0,7365
3922,397717,tt5477566,0,0,en,2016-09-10,5.777,159,Crime,2016,6.0,7365
3924,310307,tt4276820,15000000,24121245,en,2016-09-13,7.096,4169,Crime,2016,7.2,153389
3925,310307,tt4276820,15000000,24121245,en,2016-09-13,7.096,4169,Drama,2016,7.2,153389
3926,310307,tt4276820,15000000,24121245,en,2016-09-13,7.096,4169,Mystery,2016,7.2,153389
3931,351211,tt1540011,5000000,45172994,en,2016-09-15,5.2170000000000005,1696,Drama,2016,5.0,46917
3932,412605,tt5895892,0,0,en,2016-09-16,7.292999999999998,92,Thriller,2016,5.6,917
3933,412605,tt5895892,0,0,en,2016-09-16,7.292999999999998,92,Drama,2016,5.6,917
3934,412532,tt1273219,0,0,en,2016-09-16,3.8,8,Drama,2016,3.6,326
3937,410199,tt5640450,2000000,0,en,2016-09-16,6.085,1025,Mystery,2016,6.3,39861
3938,410199,tt5640450,2000000,0,en,2016-09-16,6.085,1025,Thriller,2016,6.3,39861
3939,334517,tt3922798,0,0,en,2016-09-19,7.151,743,Drama,2016,7.2,40741
3944,417033,tt3677840,0,0,en,2016-09-20,2.6,7,Drama,2016,2.8,323
3948,458802,tt6043298,0,0,en,2016-09-23,7.3,3,Drama,2016,5.3,54
3955,455151,tt5142784,0,0,en,2016-09-25,6.8,8,Drama,2016,6.9,225
3959,213681,tt2461150,25000000,29200000,en,2016-09-29,5.731,1555,Drama,2016,5.8,56422
3961,419147,tt6098922,0,0,en,2016-10-02,6.862,29,Action,2016,7.3,2159
3962,419147,tt6098922,0,0,en,2016-10-02,6.862,29,Crime,2016,7.3,2159
3963,419147,tt6098922,0,0,en,2016-10-02,6.862,29,Drama,2016,7.3,2159
3965,419147,tt6098922,0,0,en,2016-10-02,6.862,29,Thriller,2016,7.3,2159
3966,412924,tt5213534,0,226286,en,2016-10-02,7.449,178,Family,2016,7.8,11840
3970,419566,tt6101862,0,0,en,2016-10-03,5.727,75,Adventure,2016,5.7,973
3972,419566,tt6101862,0,0,en,2016-10-03,5.727,75,Family,2016,5.7,973
3973,408508,tt5912454,0,21626,en,2016-10-07,7.027,392,Drama,2016,7.3,18129
3976,407806,tt5895028,0,0,en,2016-10-07,7.992000000000001,660,Action,2016,8.2,35948
3979,369883,tt4981636,8500000,23316139,en,2016-10-07,6.928,366,Action,2016,6.1,9342
3980,369883,tt4981636,8500000,23316139,en,2016-10-07,6.928,366,Adventure,2016,6.1,9342
3988,445450,tt4062346,0,0,en,2016-10-14,6.5,2,Drama,2016,6.5,105
3992,339927,tt4669186,9900000,23600000,en,2016-10-14,6.534,221,Drama,2016,5.9,9633
3993,339927,tt4669186,9900000,23600000,en,2016-10-14,6.534,221,Family,2016,5.9,9633
3995,256569,tt3305308,0,517197,en,2016-10-14,5.796,280,Action,2016,5.8,8400
3996,256569,tt3305308,0,517197,en,2016-10-14,5.796,280,Crime,2016,5.8,8400
3997,256569,tt3305308,0,517197,en,2016-10-14,5.796,280,Drama,2016,5.8,8400
4001,398541,tt2375589,0,0,en,2016-10-15,6.15,20,Thriller,2016,6.5,896
4002,398541,tt2375589,0,0,en,2016-10-15,6.15,20,Mystery,2016,6.5,896
4004,326285,tt0376479,0,0,en,2016-10-20,6.1320000000000014,605,Crime,2016,6.1,17210
4005,326285,tt0376479,0,0,en,2016-10-20,6.1320000000000014,605,Drama,2016,6.1,17210
4006,380124,tt5325452,20000000,74827344,en,2016-10-21,5.7010000000000005,378,Family,2016,4.6,8809
4007,380124,tt5325452,20000000,74827344,en,2016-10-21,5.7010000000000005,378,Crime,2016,4.6,8809
4008,376867,tt4975722,4000000,65046687,en,2016-10-21,7.401,6328,Crime,2016,7.4,310691
4009,376867,tt4975722,4000000,65046687,en,2016-10-21,7.401,6328,Drama,2016,7.4,310691
4011,375355,tt3610746,0,0,en,2016-10-22,6.079,423,Thriller,2016,5.5,15399
4012,481702,tt7676138,0,0,en,2016-10-28,5.9,7,Action,2016,5.6,504
