,tmdb_id,imdb_id,budget,revenue,original_language,release_date,tmdb_vote_average,tmdb_vote_count,genre,startYear,imdb_vote_average,imdb_vote_count
2080,58496,tt1424432,0,8212430,en,2010-10-07,8.113,830,Adventure,2010,8.5,71686
2081,70925,tt1438216,0,0,en,2010-10-08,7.0,70,Drama,2010,7.1,5676
2082,70925,tt1438216,0,0,en,2010-10-08,7.0,70,Adventure,2010,7.1,5676
2086,128847,tt1740801,0,0,en,2010-10-09,6.5,2,Crime,2010,7.2,171
2088,47533,tt1618435,0,0,en,2010-10-15,6.2,436,Crime,2010,4.8,4939
2094,38055,tt1001526,130000000,321885765,en,2010-10-28,6.938,5939,Action,2010,7.3,266171
2095,38055,tt1001526,130000000,321885765,en,2010-10-28,6.938,5939,Thriller,2010,7.3,266171
2096,38055,tt1001526,130000000,321885765,en,2010-10-28,6.938,5939,Crime,2010,7.3,266171
2098,44009,tt1431181,8000000,18124262,en,2010-11-05,6.987,311,Drama,2010,7.4,29919
2100,38357,tt1126618,40000000,60040976,en,2010-11-10,6.3370000000000015,1291,Drama,2010,6.5,79771
2104,41283,tt1433108,24000000,23081726,en,2010-11-23,6.303,1649,Drama,2010,6.4,108456
2106,45269,tt1504320,15000000,414211549,en,2010-11-26,7.737,7762,Crime,2010,8.0,683166
2108,45269,tt1504320,15000000,414211549,en,2010-11-26,7.737,7762,Action,2010,8.0,683166
2111,45317,tt0964517,25000000,93617009,en,2010-12-10,7.376,3793,Family,2010,7.8,370860
2115,41515,tt1302067,80000000,203509374,en,2010-12-17,5.606,757,Family,2010,4.6,22356
2117,41515,tt1302067,80000000,203509374,en,2010-12-17,5.606,757,Adventure,2010,4.6,22356
2119,39451,tt0970866,100000000,310650585,en,2010-12-21,5.642,2891,Action,2010,5.5,114261
2120,39451,tt0970866,100000000,310650585,en,2010-12-21,5.642,2891,Adventure,2010,5.5,114261
2123,44264,tt1403865,38000000,252276927,en,2010-12-22,7.298999999999999,4644,Adventure,2010,7.6,341813
2124,44264,tt1403865,38000000,252276927,en,2010-12-22,7.298999999999999,4644,Action,2010,7.6,341813
2129,92182,tt1767382,2000000,13101672,en,2011-01-21,5.421,336,Drama,2011,5.2,23230
2130,92182,tt1767382,2000000,13101672,en,2011-01-21,5.421,336,Thriller,2011,5.2,23230
2132,92182,tt1767382,2000000,13101672,en,2011-01-21,5.421,336,Mystery,2011,5.2,23230
2137,251183,tt1943710,0,0,en,2011-02-01,5.8,4,Drama,2011,3.1,136
2139,38322,tt1464174,32000000,83615414,en,2011-02-16,5.537000000000001,1066,Action,2011,4.4,28014
2145,38543,tt1233301,25000000,5151023,en,2011-03-03,6.155,624,Family,2011,6.1,42524
2146,51876,tt1219289,27000000,161849455,en,2011-03-08,7.178,9459,Drama,2011,7.4,577977
2149,51209,tt1416801,0,1188194,en,2011-03-10,6.752000000000002,522,Crime,2011,7.0,49160
2150,51209,tt1416801,0,1188194,en,2011-03-10,6.752000000000002,522,Drama,2011,7.0,49160
2151,115376,tt1826780,0,0,en,2011-03-17,5.5,9,Crime,2011,4.8,339
2153,115376,tt1826780,0,0,en,2011-03-17,5.5,9,Thriller,2011,4.8,339
2154,50348,tt1189340,40000000,85412898,en,2011-03-17,7.172999999999999,2726,Action,2011,7.3,240939
2155,50348,tt1189340,40000000,85412898,en,2011-03-17,7.172999999999999,2726,Drama,2011,7.3,240939
2158,85949,tt1887703,0,0,en,2011-03-24,6.226,95,Thriller,2011,3.4,1515
2160,45054,tt1316616,0,0,en,2011-03-25,5.0,115,Drama,2011,5.7,4857
2163,61488,tt1853563,0,0,en,2011-04-05,7.487999999999999,85,Thriller,2011,8.2,6325
2167,56780,tt0480239,15000000,4627375,en,2011-04-14,5.356,160,Drama,2011,5.6,13914
2170,51497,tt1596343,125000000,626137675,en,2011-04-20,7.251,7076,Crime,2011,7.3,383880
2173,81660,tt1552214,0,0,en,2011-04-29,6.192,13,Family,2011,6.0,1456
2175,81660,tt1552214,0,0,en,2011-04-29,6.192,13,Adventure,2011,6.0,1456
2177,57089,tt0844993,30000000,13521829,en,2011-04-29,5.141,464,Drama,2011,4.7,13310
2180,49022,tt0491152,35000000,65090821,en,2011-05-05,6.273,916,Family,2011,5.8,63049
2181,49022,tt0491152,35000000,65090821,en,2011-05-05,6.273,916,Adventure,2011,5.8,63049
2185,59678,tt1478964,14350531,3964682,en,2011-05-12,6.4460000000000015,1765,Action,2011,6.6,107820
2186,59678,tt1478964,14350531,3964682,en,2011-05-12,6.4460000000000015,1765,Adventure,2011,6.6,107820
2188,55721,tt1478338,32500000,288383523,en,2011-05-13,6.5360000000000005,3921,Family,2011,6.8,294454
2189,55721,tt1478338,32500000,288383523,en,2011-05-13,6.5360000000000005,3921,Drama,2011,6.8,294454
2190,67748,tt1680114,0,8452,en,2011-05-16,6.263,251,Action,2011,6.6,19365
2191,67748,tt1680114,0,8452,en,2011-05-16,6.263,251,Adventure,2011,6.6,19365
2194,49444,tt1302011,150000000,665692281,en,2011-05-25,6.931,5938,Adventure,2011,7.2,288647
2195,49444,tt1302011,150000000,665692281,en,2011-05-25,6.931,5938,Action,2011,7.2,288647
2196,49444,tt1302011,150000000,665692281,en,2011-05-25,6.931,5938,Thriller,2011,7.2,288647
2197,45243,tt1411697,80000000,586764305,en,2011-05-25,6.454,9308,Thriller,2011,6.4,503917
2199,62215,tt1527186,7400000,15946321,en,2011-05-26,7.204,3001,Drama,2011,7.1,184927
2201,90756,tt1757927,3000000,0,en,2011-06-05,5.8439999999999985,16,Drama,2011,5.2,540
2202,90756,tt1757927,3000000,0,en,2011-06-05,5.8439999999999985,16,Action,2011,5.2,540
2204,105945,tt1694118,4200000,0,en,2011-06-06,6.4,64,Drama,2012,6.1,2629
2206,64586,tt1588398,10000000,408680,en,2011-06-10,5.375,521,Drama,2011,5.3,33125
2208,44912,tt1133985,200000000,219851172,en,2011-06-16,5.1610000000000005,6482,Drama,2011,5.5,287114
2209,44912,tt1133985,200000000,219851172,en,2011-06-16,5.1610000000000005,6482,Action,2011,5.5,287114
2210,66945,tt1519663,0,0,en,2011-06-24,5.4,72,Drama,2011,5.3,3500
2211,66945,tt1519663,0,0,en,2011-06-24,5.4,72,Action,2011,5.3,3500
2212,66945,tt1519663,0,0,en,2011-06-24,5.4,72,Thriller,2011,5.3,3500
2213,38356,tt1399103,195000000,1123794079,en,2011-06-28,6.158,7304,Drama,2011,6.2,411803
2214,38356,tt1399103,195000000,1123794079,en,2011-06-28,6.158,7304,Family,2011,6.2,411803
2215,617461,tt2064923,0,0,en,2011-07-01,4.0,2,Action,2011,5.8,15
2216,617461,tt2064923,0,0,en,2011-07-01,4.0,2,Thriller,2011,5.8,15
2217,617461,tt2064923,0,0,en,2011-07-01,4.0,2,Crime,2011,5.8,15
2218,59860,tt1067774,20000000,39782683,en,2011-07-01,6.563,1902,Drama,2011,5.8,45764
2227,51540,tt1499658,35000000,209838559,en,2011-07-08,6.562,5673,Drama,2011,6.9,451946
2228,50544,tt1632708,35000000,149542245,en,2011-07-21,6.654,7109,Drama,2011,6.5,372475
2229,76340,tt1688653,0,0,en,2011-07-22,4.714,42,Family,2011,3.2,1627
2232,66923,tt1684555,0,11045966,en,2011-07-29,5.422999999999999,84,Drama,2011,3.5,2833
2236,50646,tt1570728,50000000,142851197,en,2011-07-29,7.257999999999999,7295,Crime,2011,7.4,524548
2239,81212,tt1754648,0,0,en,2011-08-01,4.8,4,Mystery,2010,6.0,460
2242,49520,tt1488555,52000000,75450437,en,2011-08-05,6.12,2405,Thriller,2011,6.3,185021
2246,37430,tt0816462,90000000,63523283,en,2011-08-17,5.2970000000000015,1634,Action,2011,5.1,99957
2247,37430,tt0816462,90000000,63523283,en,2011-08-17,5.2970000000000015,1634,Thriller,2011,5.1,99957
2250,52451,tt1509767,75000000,132274484,en,2011-08-31,5.799,2364,Drama,2011,5.7,108810
2254,123653,tt1670646,0,0,en,2011-09-04,5.0,5,Drama,2011,6.7,142
2255,39538,tt1598778,60000000,137551594,en,2011-09-08,6.634,5379,Drama,2011,6.8,305467
2256,39538,tt1598778,60000000,137551594,en,2011-09-08,6.634,5379,Thriller,2011,6.8,305467
2259,94363,tt1205558,0,0,en,2011-09-10,5.72,368,Family,2011,5.6,20091
2262,82532,tt1588334,10000000,4417580,en,2011-09-13,6.167000000000002,526,Drama,2011,6.5,64358
2264,82532,tt1588334,10000000,4417580,en,2011-09-13,6.167000000000002,526,Family,2011,6.5,64358
2269,60308,tt1210166,50000000,110206216,en,2011-09-23,7.2429999999999986,4278,Adventure,2011,7.6,427472
2270,60308,tt1210166,50000000,110206216,en,2011-09-23,7.2429999999999986,4278,Action,2011,7.6,427472
2271,60308,tt1210166,50000000,110206216,en,2011-09-23,7.2429999999999986,4278,Crime,2011,7.6,427472
2272,60308,tt1210166,50000000,110206216,en,2011-09-23,7.2429999999999986,4278,Mystery,2011,7.6,427472
2273,45610,tt1586752,30000000,2527904,en,2011-09-23,6.728,877,Adventure,2011,6.7,66881
2274,45610,tt1586752,30000000,2527904,en,2011-09-23,6.728,877,Drama,2011,6.7,66881
2275,45610,tt1586752,30000000,2527904,en,2011-09-23,6.728,877,Family,2011,6.7,66881
2276,10316,tt1124035,12500000,76338111,en,2011-09-24,6.7,2152,Drama,2011,7.1,224229
2278,78245,tt2057445,0,0,en,2011-09-28,3.5,4,Action,2011,6.1,321
2279,78245,tt2057445,0,0,en,2011-09-28,3.5,4,Thriller,2011,6.1,321
2280,78245,tt2057445,0,0,en,2011-09-28,3.5,4,Adventure,2011,6.1,321
2282,40807,tt1306980,8000000,39187783,en,2011-09-30,7.145,3306,Action,2011,7.6,332349
2284,40807,tt1306980,8000000,39187783,en,2011-09-30,7.145,3306,Thriller,2011,7.6,332349
2288,70954,tt1703148,0,176669,en,2011-10-06,6.622000000000001,552,Family,2011,6.7,39787
2292,68817,tt1068242,24000000,63543328,en,2011-10-06,6.6,1489,Action,2011,5.8,50725
2293,68817,tt1068242,24000000,63543328,en,2011-10-06,6.6,1489,Adventure,2011,5.8,50725
2295,65599,tt1714208,0,0,en,2011-10-14,6.0470000000000015,445,Drama,2011,6.0,24700
2302,119197,tt1674776,0,0,en,2011-10-25,5.8,14,Adventure,2011,5.2,823
2303,119197,tt1674776,0,0,en,2011-10-25,5.8,14,Action,2011,5.2,823
2306,417859,tt0448694,130000000,554987477,en,2011-10-27,6.4510000000000005,2883,Drama,2011,6.6,164089
2310,51052,tt1430607,10000000,0,en,2011-11-10,6.752000000000002,1235,Drama,2011,7.1,62363
2313,37958,tt1253864,75000000,226904017,en,2011-11-10,5.931,2217,Action,2011,6.0,170178
2314,37958,tt1253864,75000000,226904017,en,2011-11-10,5.931,2217,Drama,2011,6.0,170178
2323,75622,tt1640548,12000000,972512,en,2011-11-23,5.48,298,Family,2011,5.8,24463
2324,56292,tt1229238,145000000,694713380,en,2011-12-07,7.05,8649,Drama,2011,7.4,493453
2327,62838,tt1598822,56000000,142044638,en,2011-12-08,5.877000000000002,1934,Family,2011,5.6,87248
2328,71676,tt1071875,57000000,132563930,en,2011-12-11,5.008,3313,Action,2011,4.3,120937
2330,71676,tt1071875,57000000,132563930,en,2011-12-11,5.008,3313,Thriller,2011,4.3,120937
2331,82620,tt1860355,0,583844,en,2011-12-12,7.567,60,Crime,2011,7.7,7139
2332,82620,tt1860355,0,583844,en,2011-12-12,7.567,60,Drama,2011,7.7,7139
2333,65754,tt1568346,90000000,232617430,en,2011-12-14,7.352,6121,Drama,2011,7.8,466615
2334,65754,tt1568346,90000000,232617430,en,2011-12-14,7.352,6121,Thriller,2011,7.8,466615
2335,65754,tt1568346,90000000,232617430,en,2011-12-14,7.352,6121,Crime,2011,7.8,466615
2336,55301,tt1615918,75000000,342695435,en,2011-12-14,5.697,1893,Drama,2011,4.3,36313
2341,290730,tt2112307,1000000,0,en,2012-01-01,7.0379999999999985,13,Action,2012,2.2,371
2342,290730,tt2112307,1000000,0,en,2012-01-01,7.0379999999999985,13,Adventure,2012,2.2,371
2349,49527,tt1568338,42000000,46221189,en,2012-01-13,6.417999999999998,2276,Drama,2012,6.6,154030
2352,134909,tt1379206,0,0,en,2012-01-19,6.9,7,Action,2012,6.0,134
2353,134909,tt1379206,0,0,en,2012-01-19,6.9,7,Crime,2012,6.0,134
2354,134909,tt1379206,0,0,en,2012-01-19,6.9,7,Thriller,2012,6.0,134
2357,206203,tt1622566,1000000,0,en,2012-02-08,5.542000000000002,12,Action,2012,4.0,563
2359,206203,tt1622566,1000000,0,en,2012-02-08,5.542000000000002,12,Thriller,2012,4.0,563
2360,93011,tt1899240,2000000,0,en,2012-02-09,5.563,8,Thriller,2012,7.1,1011
2361,156632,tt2085986,0,0,en,2012-02-10,8.2,5,Thriller,2012,7.7,194
2364,57214,tt1636826,12000000,102731865,en,2012-03-01,6.801,5478,Drama,2012,6.6,213468
2365,57214,tt1636826,12000000,102731865,en,2012-03-01,6.801,5478,Family,2012,6.6,213468
2367,171788,tt1934472,0,0,en,2012-03-03,7.7,6,Drama,2012,7.7,652
2369,81025,tt1441952,0,34564651,en,2012-03-09,6.4,768,Thriller,2011,6.8,65452
2370,81025,tt1441952,0,34564651,en,2012-03-09,6.4,768,Drama,2011,6.8,65452
2373,72197,tt1430626,60000000,123054041,en,2012-03-12,6.414,918,Family,2012,6.7,49184
2375,72197,tt1430626,60000000,123054041,en,2012-03-12,6.414,918,Adventure,2012,6.7,49184
2376,70160,tt1392170,75000000,694394724,en,2012-03-12,7.184,19817,Action,2012,7.2,922199
2377,70160,tt1392170,75000000,694394724,en,2012-03-12,7.184,19817,Adventure,2012,7.2,922199
2380,60747,tt1234719,65000000,44806783,en,2012-03-15,5.662000000000001,1375,Action,2012,5.3,78103
2381,60747,tt1234719,65000000,44806783,en,2012-03-15,5.662000000000001,1375,Drama,2012,5.3,78103
2382,68734,tt1024648,44500000,232325503,en,2012-03-22,7.3,7439,Drama,2012,7.7,617266
2383,57165,tt1646987,150000000,301970083,en,2012-03-28,5.697,3715,Action,2012,5.7,190635
2391,77877,tt1327194,25000000,99357138,en,2012-04-19,7.101,3221,Action,2012,6.4,109784
2392,77877,tt1327194,25000000,99357138,en,2012-04-19,7.101,3221,Crime,2012,6.4,109784
2393,77877,tt1327194,25000000,99357138,en,2012-04-19,7.101,3221,Drama,2012,6.4,109784
2394,77877,tt1327194,25000000,99357138,en,2012-04-19,7.101,3221,Thriller,2012,6.4,109784
2395,67660,tt1621045,12000000,96070507,en,2012-04-20,6.874,745,Action,2012,6.5,48210
2397,67660,tt1621045,12000000,96070507,en,2012-04-20,6.874,745,Crime,2012,6.5,48210
2399,92393,tt2062661,0,0,en,2012-04-27,3.949,68,Action,2012,3.6,3847
2401,92393,tt2062661,0,0,en,2012-04-27,3.949,68,Thriller,2012,3.6,3847
2402,96631,tt1951218,900000,0,en,2012-05-03,5.907,27,Drama,2012,5.5,1672
2406,62213,tt1077368,150000000,245527149,en,2012-05-09,6.029,6501,Action,2012,6.2,270013
2407,62213,tt1077368,150000000,245527149,en,2012-05-09,6.029,6501,Adventure,2012,6.2,270013
2408,62213,tt1077368,150000000,245527149,en,2012-05-09,6.029,6501,Thriller,2012,6.2,270013
2411,97632,tt2175927,0,1000000,en,2012-05-15,3.735,51,Thriller,2012,2.8,2639
2413,97632,tt2175927,0,1000000,en,2012-05-15,3.735,51,Mystery,2012,2.8,2639
2417,49014,tt1480656,20500000,6063556,en,2012-05-25,5.718,1080,Action,2012,5.1,48293
2419,49014,tt1480656,20500000,6063556,en,2012-05-25,5.718,1080,Mystery,2012,5.1,48293
2423,58595,tt1735898,170000000,396600000,en,2012-05-30,5.965,7245,Family,2012,6.1,291980
2424,126277,tt1959332,0,0,en,2012-05-31,6.097,418,Drama,2012,6.2,26283
2425,126277,tt1959332,0,0,en,2012-05-31,6.097,418,Mystery,2012,6.2,26283
2426,126277,tt1959332,0,0,en,2012-05-31,6.097,418,Thriller,2012,6.2,26283
2428,110122,tt1541123,0,0,en,2012-06-01,5.4,53,Crime,2012,5.3,1770
2429,110122,tt1541123,0,0,en,2012-06-01,5.4,53,Drama,2012,5.3,1770
2433,200044,tt2071445,0,0,en,2012-06-06,4.0,13,Drama,2012,3.0,379
2436,115290,tt2287663,0,0,en,2012-06-16,6.4510000000000005,1244,Action,2012,5.3,15822
2437,115290,tt2287663,0,0,en,2012-06-16,6.4510000000000005,1244,Crime,2012,5.3,15822
2438,77930,tt1915581,7000000,167221571,en,2012-06-28,6.145,2637,Drama,2012,6.1,139691
2440,126284,tt2287851,0,0,en,2012-06-29,3.5,6,Family,2012,4.4,367
2442,103370,tt2215285,20000000,66899242,en,2012-06-29,6.104,159,Drama,2012,4.9,11008
2446,72105,tt1637725,50000000,549368315,en,2012-06-29,6.391,11030,Drama,2012,6.9,618827
2448,84334,tt2125608,1000000,3696196,en,2012-06-30,7.8439999999999985,770,Family,2012,8.2,69240
2449,84327,tt2125666,0,714544,en,2012-07-06,6.968,170,Thriller,2012,7.1,13379
2450,84327,tt2125666,0,714544,en,2012-07-06,6.968,170,Action,2012,7.1,13379
2451,82525,tt1615065,45000000,82966152,en,2012-07-06,6.346,1926,Drama,2012,6.4,131203
2452,333493,tt1958053,0,0,en,2012-07-07,6.1,7,Crime,2012,5.6,197
2453,333493,tt1958053,0,0,en,2012-07-07,6.1,7,Drama,2012,5.6,197
2454,333493,tt1958053,0,0,en,2012-07-07,6.1,7,Thriller,2012,5.6,197
2457,71700,tt1580426,1600000,0,en,2012-07-07,5.8,139,Family,2010,5.7,6867
2465,131475,tt1821374,0,0,en,2012-07-31,5.125,16,Drama,2012,5.5,827
2466,64635,tt1386703,125000000,198802074,en,2012-08-02,5.971,4881,Drama,2012,6.2,256495
2468,64635,tt1386703,125000000,198802074,en,2012-08-02,5.971,4881,Mystery,2012,6.2,256495
2469,82696,tt1535438,30000000,114281051,en,2012-08-07,6.2570000000000014,685,Crime,2012,6.3,43016
2470,82696,tt1535438,30000000,114281051,en,2012-08-07,6.2570000000000014,685,Drama,2012,6.3,43016
2471,82696,tt1535438,30000000,114281051,en,2012-08-07,6.2570000000000014,685,Mystery,2012,6.3,43016
2473,76163,tt1764651,100000000,314975955,en,2012-08-08,6.31,5980,Drama,2012,6.6,309512
2474,76163,tt1764651,100000000,314975955,en,2012-08-08,6.31,5980,Family,2012,6.6,309512
2475,76163,tt1764651,100000000,314975955,en,2012-08-08,6.31,5980,Mystery,2012,6.6,309512
2476,49040,tt1194173,130000000,276572938,en,2012-08-08,6.2,5093,Family,2012,6.6,304530
2479,49040,tt1194173,130000000,276572938,en,2012-08-08,6.2,5093,Mystery,2012,6.6,304530
2482,123025,tt2313197,3500000,0,en,2012-08-21,7.7429999999999986,1324,Action,2012,7.9,60036
2484,123025,tt2313197,3500000,0,en,2012-08-21,7.7429999999999986,1324,Crime,2012,7.9,60036
2485,121597,tt1376168,0,0,en,2012-08-23,4.828,32,Action,2012,4.6,1481
2488,119738,tt2041488,587211,587211,en,2012-08-24,6.045,199,Mystery,2012,5.1,5494
2493,114606,tt1362058,0,0,en,2012-08-31,5.678,335,Action,2012,5.9,19680
2496,80278,tt1649419,45000000,198087212,en,2012-09-09,7.364,5626,Drama,2012,7.5,226202
2499,128215,tt2073086,0,0,en,2012-09-10,6.9,63,Family,2012,7.4,4433
2502,128215,tt2073086,0,0,en,2012-09-10,6.9,63,Action,2012,7.4,4433
2503,128215,tt2073086,0,0,en,2012-09-10,6.9,63,Adventure,2012,7.4,4433
2506,84194,tt1984153,0,0,en,2012-09-12,6.1789999999999985,468,Adventure,2012,6.1,23165
2508,84194,tt1984153,0,0,en,2012-09-12,6.1789999999999985,468,Action,2012,6.1,23165
2512,84306,tt1872818,0,327345,en,2012-09-14,6.45,462,Drama,2012,6.7,38552
2516,128876,tt1992258,0,0,en,2012-09-19,5.907,156,Adventure,2012,5.9,5564
2518,128876,tt1992258,0,0,en,2012-09-19,5.907,156,Family,2012,5.9,5564
2520,84892,tt1659337,13000000,33400000,en,2012-09-20,7.775,9385,Drama,2012,7.9,515618
2522,77016,tt1855199,7000000,48126384,en,2012-09-20,7.3,2778,Thriller,2012,7.6,251380
2523,76492,tt0837562,85000000,358375603,en,2012-09-20,6.9529999999999985,7675,Action,2012,7.0,259035
2525,76492,tt0837562,85000000,358375603,en,2012-09-20,6.9529999999999985,7675,Adventure,2012,7.0,259035
2526,76492,tt0837562,85000000,358375603,en,2012-09-20,6.9529999999999985,7675,Thriller,2012,7.0,259035
2527,202508,tt2418198,3500,0,en,2012-09-23,5.0,2,Thriller,2012,3.1,151
2528,202508,tt2418198,3500,0,en,2012-09-23,5.0,2,Drama,2012,3.1,151
2531,59967,tt1276104,30000000,47042000,en,2012-09-26,6.865,9205,Drama,2012,7.4,579431
2532,114150,tt1981677,17000000,115400000,en,2012-09-28,7.309,5986,Crime,2012,7.1,309216
2533,114150,tt1981677,17000000,115400000,en,2012-09-28,7.309,5986,Drama,2012,7.1,309216
2534,114150,tt1981677,17000000,115400000,en,2012-09-28,7.309,5986,Thriller,2012,7.1,309216
2535,114150,tt1981677,17000000,115400000,en,2012-09-28,7.309,5986,Action,2012,7.1,309216
2537,132250,tt1313244,0,0,en,2012-10-02,3.953,43,Family,2010,4.0,1663
2543,94348,tt1712170,45000000,30353232,en,2012-10-18,5.207000000000002,634,Drama,2012,5.1,34469
2547,46429,tt0829176,17000000,0,en,2012-10-27,4.831,302,Drama,2012,3.6,7906
2548,46429,tt0829176,17000000,0,en,2012-10-27,4.831,302,Thriller,2012,3.6,7906
2549,97430,tt1258972,15000000,20546518,en,2012-11-02,5.502000000000002,981,Crime,2012,5.4,63123
2550,97430,tt1258972,15000000,20546518,en,2012-11-02,5.502000000000002,981,Drama,2012,5.4,63123
2551,97430,tt1258972,15000000,20546518,en,2012-11-02,5.502000000000002,981,Action,2012,5.4,63123
2552,97430,tt1258972,15000000,20546518,en,2012-11-02,5.502000000000002,981,Thriller,2012,5.4,63123
2555,87502,tt1907668,31000000,161772375,en,2012-11-02,6.8020000000000005,5316,Action,2012,7.3,357214
2556,143295,tt2520808,0,0,en,2012-11-13,7.4,10,Adventure,2012,7.4,806
2567,199565,tt2498626,0,0,en,2012-11-30,4.167,6,Family,2012,4.1,367
2569,139455,tt2347497,0,14567,en,2012-11-30,5.294,237,Drama,2012,5.2,8763
2573,145738,tt2439946,0,0,en,2012-12-15,3.04,62,Drama,2012,2.4,2297
2574,145738,tt2439946,0,0,en,2012-12-15,3.04,62,Thriller,2012,2.4,2297
2575,97630,tt1790885,40000000,132820716,en,2012-12-19,6.977,3943,Drama,2012,7.4,303933
2576,82687,tt1694020,40000000,41863726,en,2012-12-19,5.582000000000002,602,Thriller,2012,5.8,37820
2577,82687,tt1694020,40000000,41863726,en,2012-12-19,5.582000000000002,602,Action,2012,5.8,37820
2578,82687,tt1694020,40000000,41863726,en,2012-12-19,5.582000000000002,602,Crime,2012,5.8,37820
2579,82687,tt1694020,40000000,41863726,en,2012-12-19,5.582000000000002,602,Drama,2012,5.8,37820
2583,68718,tt1853728,100000000,425368238,en,2012-12-25,8.157,23500,Drama,2012,8.4,1556660
2584,68718,tt1853728,100000000,425368238,en,2012-12-25,8.157,23500,Crime,2012,8.4,1556660
2586,103620,tt2103217,6000000,31081,en,2012-12-26,6.037000000000001,784,Thriller,2012,6.1,38277
2587,68179,tt0765446,40000000,74597643,en,2012-12-27,5.7189999999999985,660,Family,2012,5.8,26025
2588,68179,tt0765446,40000000,74597643,en,2012-12-27,5.7189999999999985,660,Adventure,2012,5.8,26025
2591,316183,tt2375763,0,0,en,2013-01-01,3.5,8,Drama,2013,5.5,405
2592,295196,tt2245277,2250000,0,en,2013-01-01,6.6,12,Drama,2013,5.1,376
2594,158689,tt2554856,0,0,en,2013-01-05,5.1,13,Action,2012,5.5,578
2595,158689,tt2554856,0,0,en,2013-01-05,5.1,13,Drama,2012,5.5,578
2596,158689,tt2554856,0,0,en,2013-01-05,5.1,13,Mystery,2012,5.5,578
2598,60304,tt1428538,50000000,226349749,en,2013-01-17,6.011,6091,Action,2013,6.1,208519
2601,98357,tt1235522,56000000,34737199,en,2013-01-18,5.9,1281,Drama,2013,6.1,80947
2603,74461,tt1545660,0,0,en,2013-01-21,5.658,345,Drama,2013,5.5,20835
2606,251266,tt2301147,0,0,en,2013-01-26,5.73,37,Thriller,2013,5.5,1224
2607,251266,tt2301147,0,0,en,2013-01-26,5.73,37,Drama,2013,5.5,1224
2609,232995,tt2254790,0,0,en,2013-02-13,2.0,2,Drama,2013,5.3,65
2612,168903,tt2630134,0,0,en,2013-02-14,6.818,303,Drama,2013,5.5,1799
2615,102362,tt2101341,0,18074539,en,2013-03-08,6.138,1279,Drama,2013,6.4,68562
2617,102362,tt2101341,0,18074539,en,2013-03-08,6.138,1279,Adventure,2013,6.4,68562
2620,158011,tt1911644,13000000,68572378,en,2013-03-14,6.805,2621,Drama,2013,6.7,124088
2626,144340,tt1814621,13000000,18637201,en,2013-03-21,5.613,551,Drama,2013,5.7,35442
2627,144340,tt1814621,13000000,18637201,en,2013-03-21,5.613,551,Crime,2013,5.7,35442
2628,72710,tt1517260,44000000,63327201,en,2013-03-22,6.287000000000001,3661,Action,2013,5.8,115945
